2024-12-26T17:27:14.047+03:00  INFO 5832 --- [task-management-system] [main] T.UserControllerTest                     : Starting UserControllerTest using Java 22 with PID 5832 (started by User in C:\Users\User\IdeaProjects\TaskManagementSystem)
2024-12-26T17:27:14.066+03:00  INFO 5832 --- [task-management-system] [main] T.UserControllerTest                     : The following 1 profile is active: "dev"
2024-12-26T17:27:14.068+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.boot.SpringApplication               : Loading source class TaskManagementSystem.TaskManagementSystemApplication
2024-12-26T17:27:15.232+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
2024-12-26T17:27:15.235+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
2024-12-26T17:27:15.241+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.context.annotation.internalPersistenceAnnotationProcessor'
2024-12-26T17:27:15.242+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.test.mock.mockito.MockitoPostProcessor$SpyPostProcessor'
2024-12-26T17:27:15.244+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
2024-12-26T17:27:15.245+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.internalConfigurationPropertiesBinder'
2024-12-26T17:27:15.257+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'methodValidationPostProcessor'
2024-12-26T17:27:15.270+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'methodValidationPostProcessor' via factory method to bean named 'environment'
2024-12-26T17:27:15.276+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar.methodValidationExcludeFilter'
2024-12-26T17:27:15.326+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'projectingArgumentResolverBeanPostProcessor'
2024-12-26T17:27:15.376+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.u.c.s.UiApplicationContextUtils      : Unable to locate ThemeSource with name 'themeSource': using default [org.springframework.ui.context.support.ResourceBundleThemeSource@2049e582]
2024-12-26T17:27:15.378+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.test.context.support.internalDynamicPropertyRegistrarBeanInitializer'
2024-12-26T17:27:15.383+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'taskManagementSystemApplication'
2024-12-26T17:27:15.386+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.AutoConfigurationPackages'
2024-12-26T17:27:15.388+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.task.TaskExecutorConfigurations$ThreadPoolTaskExecutorBuilderConfiguration'
2024-12-26T17:27:15.389+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'threadPoolTaskExecutorBuilder'
2024-12-26T17:27:15.393+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.task.execution-org.springframework.boot.autoconfigure.task.TaskExecutionProperties'
2024-12-26T17:27:15.395+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.context.properties.BoundConfigurationProperties'
2024-12-26T17:27:15.408+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'threadPoolTaskExecutorBuilder' via factory method to bean named 'spring.task.execution-org.springframework.boot.autoconfigure.task.TaskExecutionProperties'
2024-12-26T17:27:15.413+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.task.TaskExecutorConfigurations$SimpleAsyncTaskExecutorBuilderConfiguration'
2024-12-26T17:27:15.415+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.task.TaskExecutorConfigurations$SimpleAsyncTaskExecutorBuilderConfiguration' via constructor to bean named 'spring.task.execution-org.springframework.boot.autoconfigure.task.TaskExecutionProperties'
2024-12-26T17:27:15.416+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'simpleAsyncTaskExecutorBuilder'
2024-12-26T17:27:15.419+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.task.TaskExecutorConfigurations$TaskExecutorConfiguration'
2024-12-26T17:27:15.419+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.task.TaskExecutionAutoConfiguration'
2024-12-26T17:27:15.420+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration'
2024-12-26T17:27:15.421+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultValidator'
2024-12-26T17:27:15.421+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultValidator' via factory method to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@6a9344f5'
2024-12-26T17:27:15.435+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration'
2024-12-26T17:27:15.437+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'error'
2024-12-26T17:27:15.438+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'beanNameViewResolver'
2024-12-26T17:27:15.440+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration'
2024-12-26T17:27:15.441+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.web-org.springframework.boot.autoconfigure.web.WebProperties'
2024-12-26T17:27:15.447+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration' via constructor to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@6a9344f5'
2024-12-26T17:27:15.447+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration' via constructor to bean named 'spring.web-org.springframework.boot.autoconfigure.web.WebProperties'
2024-12-26T17:27:15.448+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2024-12-26T17:27:15.460+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration'
2024-12-26T17:27:15.461+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2024-12-26T17:27:15.501+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration' via constructor to bean named 'server-org.springframework.boot.autoconfigure.web.ServerProperties'
2024-12-26T17:27:15.502+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'errorAttributes'
2024-12-26T17:27:15.508+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'basicErrorController'
2024-12-26T17:27:15.509+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'basicErrorController' via factory method to bean named 'errorAttributes'
2024-12-26T17:27:15.536+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'errorPageCustomizer'
2024-12-26T17:27:15.538+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'dispatcherServletPath'
2024-12-26T17:27:15.538+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.test.autoconfigure.web.servlet.MockMvcAutoConfiguration'
2024-12-26T17:27:15.541+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'dispatcherServletPath' via factory method to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2024-12-26T17:27:15.543+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'errorPageCustomizer' via factory method to bean named 'dispatcherServletPath'
2024-12-26T17:27:15.546+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration'
2024-12-26T17:27:15.550+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration' via constructor to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2024-12-26T17:27:15.550+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration' via constructor to bean named 'spring.web-org.springframework.boot.autoconfigure.web.WebProperties'
2024-12-26T17:27:15.550+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration' via constructor to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@2abc8034'
2024-12-26T17:27:15.567+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter'
2024-12-26T17:27:15.571+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' via constructor to bean named 'spring.web-org.springframework.boot.autoconfigure.web.WebProperties'
2024-12-26T17:27:15.571+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' via constructor to bean named 'spring.mvc-org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties'
2024-12-26T17:27:15.572+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter' via constructor to bean named 'org.springframework.beans.factory.support.DefaultListableBeanFactory@2abc8034'
2024-12-26T17:27:15.575+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.data.web.config.SpringDataWebConfiguration'
2024-12-26T17:27:15.577+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'org.springframework.data.web.config.SpringDataWebConfiguration' via constructor to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@6a9344f5'
2024-12-26T17:27:15.580+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.security.config.annotation.web.configuration.WebMvcSecurityConfiguration'
2024-12-26T17:27:15.584+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'welcomePageHandlerMapping'
2024-12-26T17:27:15.585+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcConversionService'
2024-12-26T17:27:15.599+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcResourceUrlProvider'
2024-12-26T17:27:15.603+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageHandlerMapping' via factory method to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@6a9344f5'
2024-12-26T17:27:15.603+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageHandlerMapping' via factory method to bean named 'mvcConversionService'
2024-12-26T17:27:15.604+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2024-12-26T17:27:15.626+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'welcomePageNotAcceptableHandlerMapping'
2024-12-26T17:27:15.627+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageNotAcceptableHandlerMapping' via factory method to bean named 'org.springframework.web.context.support.GenericWebApplicationContext@6a9344f5'
2024-12-26T17:27:15.627+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageNotAcceptableHandlerMapping' via factory method to bean named 'mvcConversionService'
2024-12-26T17:27:15.627+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'welcomePageNotAcceptableHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2024-12-26T17:27:15.632+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'localeResolver'
2024-12-26T17:27:15.634+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'themeResolver'
2024-12-26T17:27:15.636+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'flashMapManager'
2024-12-26T17:27:15.640+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'viewNameTranslator'
2024-12-26T17:27:15.642+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcValidator'
2024-12-26T17:27:15.645+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcContentNegotiationManager'
2024-12-26T17:27:15.652+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'requestMappingHandlerMapping'
2024-12-26T17:27:15.654+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcContentNegotiationManager'
2024-12-26T17:27:15.654+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcConversionService'
2024-12-26T17:27:15.654+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'requestMappingHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2024-12-26T17:27:15.723+03:00 DEBUG 5832 --- [task-management-system] [main] s.w.s.m.m.a.RequestMappingHandlerMapping : 2 mappings in 'requestMappingHandlerMapping'
2024-12-26T17:27:15.724+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcPatternParser'
2024-12-26T17:27:15.726+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcUrlPathHelper'
2024-12-26T17:27:15.727+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mvcPathMatcher'
2024-12-26T17:27:15.728+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'viewControllerHandlerMapping'
2024-12-26T17:27:15.729+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'viewControllerHandlerMapping' via factory method to bean named 'mvcConversionService'
2024-12-26T17:27:15.729+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'viewControllerHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2024-12-26T17:27:15.730+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'beanNameHandlerMapping'
2024-12-26T17:27:15.731+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'beanNameHandlerMapping' via factory method to bean named 'mvcConversionService'
2024-12-26T17:27:15.732+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'beanNameHandlerMapping' via factory method to bean named 'mvcResourceUrlProvider'
2024-12-26T17:27:15.735+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'routerFunctionMapping'
2024-12-26T17:27:15.736+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'routerFunctionMapping' via factory method to bean named 'mvcConversionService'
2024-12-26T17:27:15.737+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'routerFunctionMapping' via factory method to bean named 'mvcResourceUrlProvider'
2024-12-26T17:27:15.738+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'messageConverters'
2024-12-26T17:27:15.739+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration'
2024-12-26T17:27:15.744+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'stringHttpMessageConverter'
2024-12-26T17:27:15.745+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration'
2024-12-26T17:27:15.746+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'stringHttpMessageConverter' via factory method to bean named 'environment'
2024-12-26T17:27:15.753+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mappingJackson2HttpMessageConverter'
2024-12-26T17:27:15.753+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration'
2024-12-26T17:27:15.754+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jacksonObjectMapper'
2024-12-26T17:27:15.755+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration'
2024-12-26T17:27:15.756+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration'
2024-12-26T17:27:15.758+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'standardJacksonObjectMapperBuilderCustomizer'
2024-12-26T17:27:15.758+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration'
2024-12-26T17:27:15.760+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties'
2024-12-26T17:27:15.769+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'standardJacksonObjectMapperBuilderCustomizer' via factory method to bean named 'spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties'
2024-12-26T17:27:15.770+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'parameterNamesModule'
2024-12-26T17:27:15.771+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration'
2024-12-26T17:27:15.776+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jsonMixinModule'
2024-12-26T17:27:15.776+03:00 DEBUG 5832 --- [task-management-system] [main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonMixinConfiguration'
